OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV12623	NA	NA	NA	NA	NA	NA	NA
ASV12624	NA	NA	NA	NA	NA	NA	NA
ASV12625	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV12626	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
ASV12628	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV12629	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium floriforme
ASV12631	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV12632	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium melinii
ASV12633	NA	NA	NA	NA	NA	NA	NA
ASV12634	NA	NA	NA	NA	NA	NA	NA
ASV12635	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV12636	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV12640	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12641	Fungi	NA	NA	NA	NA	NA	NA
ASV12643	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12644	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV12645	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium austrohemisphaericum
ASV12647	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV12648	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma halophilum
ASV12649	Fungi	NA	NA	NA	NA	NA	NA
ASV12650	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV12651	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Catillariaceae	Austrolecia	NA
ASV12652	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV12653	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV12655	NA	NA	NA	NA	NA	NA	NA
ASV12659	NA	NA	NA	NA	NA	NA	NA
ASV12662	Fungi	NA	NA	NA	NA	NA	NA
ASV12666	NA	NA	NA	NA	NA	NA	NA
ASV12667	NA	NA	NA	NA	NA	NA	NA
ASV12671	NA	NA	NA	NA	NA	NA	NA
ASV12672	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Sarcinomyces	NA
ASV12673	NA	NA	NA	NA	NA	NA	NA
ASV12674	NA	NA	NA	NA	NA	NA	NA
ASV12677	Fungi	NA	NA	NA	NA	NA	NA
ASV12680	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Ovatospora	Ovatospora pseudomollicella
ASV12684	NA	NA	NA	NA	NA	NA	NA
ASV12686	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
ASV12687	NA	NA	NA	NA	NA	NA	NA
ASV12688	NA	NA	NA	NA	NA	NA	NA
ASV12690	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria eureka
ASV12692	NA	NA	NA	NA	NA	NA	NA
ASV12694	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV12695	NA	NA	NA	NA	NA	NA	NA
ASV12696	NA	NA	NA	NA	NA	NA	NA
ASV12697	NA	NA	NA	NA	NA	NA	NA
ASV12698	NA	NA	NA	NA	NA	NA	NA
ASV12700	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
ASV12702	NA	NA	NA	NA	NA	NA	NA
ASV12704	NA	NA	NA	NA	NA	NA	NA
ASV12709	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV12711	Fungi	NA	NA	NA	NA	NA	NA
ASV12712	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	Hormonema schizolunatum
ASV12714	Fungi	NA	NA	NA	NA	NA	NA
ASV12715	NA	NA	NA	NA	NA	NA	NA
ASV12716	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amorosiaceae	Angustimassarina	NA
ASV12717	NA	NA	NA	NA	NA	NA	NA
ASV12718	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12719	NA	NA	NA	NA	NA	NA	NA
ASV12720	NA	NA	NA	NA	NA	NA	NA
ASV12721	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV12722	NA	NA	NA	NA	NA	NA	NA
ASV12726	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12727	NA	NA	NA	NA	NA	NA	NA
ASV12731	NA	NA	NA	NA	NA	NA	NA
ASV12732	NA	NA	NA	NA	NA	NA	NA
ASV12737	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV12739	NA	NA	NA	NA	NA	NA	NA
ASV12740	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12741	NA	NA	NA	NA	NA	NA	NA
ASV12742	NA	NA	NA	NA	NA	NA	NA
ASV12744	NA	NA	NA	NA	NA	NA	NA
ASV12747	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV12753	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium domesticum
ASV12755	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV12756	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	NA
ASV12757	NA	NA	NA	NA	NA	NA	NA
ASV12758	Fungi	NA	NA	NA	NA	NA	NA
ASV12760	NA	NA	NA	NA	NA	NA	NA
ASV12763	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12766	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV12768	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Peroneutypa	Peroneutypa scoparia
ASV12769	NA	NA	NA	NA	NA	NA	NA
ASV12770	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV12773	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
ASV12774	NA	NA	NA	NA	NA	NA	NA
ASV12775	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12776	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudotricharina	NA
ASV12777	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12778	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella nigra
ASV12779	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV12780	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Phaeomycocentrospora	Phaeomycocentrospora cantuariensis
ASV12781	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
ASV12782	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV12783	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12784	NA	NA	NA	NA	NA	NA	NA
ASV12785	NA	NA	NA	NA	NA	NA	NA
ASV12786	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12787	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12788	Fungi	NA	NA	NA	NA	NA	NA
ASV12789	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	NA
ASV12790	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia pistaciae
ASV12797	NA	NA	NA	NA	NA	NA	NA
ASV12799	NA	NA	NA	NA	NA	NA	NA
ASV12803	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phaeophlebiopsis	NA
ASV12807	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
ASV12808	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV12813	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12815	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tenuissima
ASV12818	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Pseudotaeniolina	Pseudotaeniolina globosa
ASV12819	NA	NA	NA	NA	NA	NA	NA
ASV12821	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV12822	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Canariomyces	Canariomyces subthermophilus
ASV12824	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12826	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
ASV12827	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	NA
ASV12830	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV12832	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
ASV12833	NA	NA	NA	NA	NA	NA	NA
ASV12835	Fungi	NA	NA	NA	NA	NA	NA
ASV12836	NA	NA	NA	NA	NA	NA	NA
ASV12837	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Carbonea	Carbonea vorticosa
ASV12838	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Heterocephalacria	NA
ASV12839	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV12840	NA	NA	NA	NA	NA	NA	NA
ASV12842	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV12843	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12845	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	NA
ASV12847	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudotricharina	NA
ASV12848	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
ASV12849	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
ASV12850	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV12851	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria	Macroventuria wentii
ASV12853	NA	NA	NA	NA	NA	NA	NA
ASV12854	NA	NA	NA	NA	NA	NA	NA
ASV12857	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
ASV12858	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	NA
ASV12860	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	NA	NA
ASV12861	NA	NA	NA	NA	NA	NA	NA
ASV12863	NA	NA	NA	NA	NA	NA	NA
ASV12864	NA	NA	NA	NA	NA	NA	NA
ASV12865	Fungi	NA	NA	NA	NA	NA	NA
ASV12868	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV12872	NA	NA	NA	NA	NA	NA	NA
ASV12875	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Bulleribasidium	Bulleribasidium oberjochense
ASV12878	NA	NA	NA	NA	NA	NA	NA
ASV12879	Fungi	NA	NA	NA	NA	NA	NA
ASV12880	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria leptinellae
ASV12883	NA	NA	NA	NA	NA	NA	NA
ASV12884	NA	NA	NA	NA	NA	NA	NA
ASV12889	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	NA
ASV12890	NA	NA	NA	NA	NA	NA	NA
ASV12891	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12892	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Craterellus	Craterellus tubaeformis
ASV12894	NA	NA	NA	NA	NA	NA	NA
ASV12895	NA	NA	NA	NA	NA	NA	NA
ASV12896	NA	NA	NA	NA	NA	NA	NA
ASV12898	NA	NA	NA	NA	NA	NA	NA
ASV12900	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV12902	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12903	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	NA	NA
ASV12904	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12905	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
ASV12907	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV12909	NA	NA	NA	NA	NA	NA	NA
ASV12911	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV12912	NA	NA	NA	NA	NA	NA	NA
ASV12913	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Coniozyma	Coniozyma leucospermi
ASV12915	NA	NA	NA	NA	NA	NA	NA
ASV12916	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
ASV12917	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV12918	NA	NA	NA	NA	NA	NA	NA
ASV12923	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
ASV12929	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
ASV12930	NA	NA	NA	NA	NA	NA	NA
ASV12934	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA
ASV12936	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV12937	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
ASV12940	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12941	NA	NA	NA	NA	NA	NA	NA
ASV12942	NA	NA	NA	NA	NA	NA	NA
ASV12943	NA	NA	NA	NA	NA	NA	NA
ASV12944	NA	NA	NA	NA	NA	NA	NA
ASV12945	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia kandeliae
ASV12948	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV12951	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus lusitaniae
ASV12952	NA	NA	NA	NA	NA	NA	NA
ASV12954	NA	NA	NA	NA	NA	NA	NA
ASV12955	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV12957	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV12959	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA	NA
ASV12961	NA	NA	NA	NA	NA	NA	NA
ASV12962	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV12963	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV12964	NA	NA	NA	NA	NA	NA	NA
ASV12965	NA	NA	NA	NA	NA	NA	NA
ASV12966	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV12969	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12971	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Carbonea	Carbonea vorticosa
ASV12972	NA	NA	NA	NA	NA	NA	NA
ASV12973	NA	NA	NA	NA	NA	NA	NA
ASV12974	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV12976	Fungi	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Peccania	Peccania terricola
ASV12977	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia marmoricola
ASV12979	NA	NA	NA	NA	NA	NA	NA
ASV12980	Fungi	Ascomycota	Lecanoromycetes	Lecideales	Lecideaceae	Lecidea	Lecidea cancriformis
ASV12981	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV12983	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV12985	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	NA
ASV12986	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV12987	Fungi	NA	NA	NA	NA	NA	NA
ASV12988	NA	NA	NA	NA	NA	NA	NA
ASV12989	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV12991	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV12992	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV12993	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV12994	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV12995	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV12996	NA	NA	NA	NA	NA	NA	NA
ASV12998	NA	NA	NA	NA	NA	NA	NA
ASV12999	Fungi	NA	NA	NA	NA	NA	NA
ASV13000	NA	NA	NA	NA	NA	NA	NA
ASV13001	Fungi	Ascomycota	Dothideomycetes	Patellariales	NA	NA	NA
ASV13003	NA	NA	NA	NA	NA	NA	NA
ASV13004	NA	NA	NA	NA	NA	NA	NA
ASV13006	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma gossypiicola
ASV13007	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	NA	NA
ASV13008	NA	NA	NA	NA	NA	NA	NA
ASV13009	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV13010	NA	NA	NA	NA	NA	NA	NA
ASV13011	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV13012	NA	NA	NA	NA	NA	NA	NA
ASV13014	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV13015	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV13017	NA	NA	NA	NA	NA	NA	NA
ASV13019	NA	NA	NA	NA	NA	NA	NA
ASV13020	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV13021	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV13022	Fungi	NA	NA	NA	NA	NA	NA
ASV13023	NA	NA	NA	NA	NA	NA	NA
ASV13026	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma montanae
ASV13027	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Meristemomyces	NA
ASV13028	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	NA	NA
ASV13033	NA	NA	NA	NA	NA	NA	NA
ASV13035	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV13040	NA	NA	NA	NA	NA	NA	NA
ASV13041	NA	NA	NA	NA	NA	NA	NA
ASV13046	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV13049	NA	NA	NA	NA	NA	NA	NA
ASV13050	NA	NA	NA	NA	NA	NA	NA
ASV13051	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV13053	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13055	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13059	Fungi	NA	NA	NA	NA	NA	NA
ASV13060	Fungi	NA	NA	NA	NA	NA	NA
ASV13061	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV13062	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13063	NA	NA	NA	NA	NA	NA	NA
ASV13064	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
ASV13065	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV13067	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	Lophiotrema rubi
ASV13069	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma citrinoviride
ASV13071	NA	NA	NA	NA	NA	NA	NA
ASV13072	Fungi	Ascomycota	Arthoniomycetes	NA	NA	NA	NA
ASV13074	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
ASV13075	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	NA
ASV13076	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV13077	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
ASV13078	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudotricharina	NA
ASV13080	NA	NA	NA	NA	NA	NA	NA
ASV13084	NA	NA	NA	NA	NA	NA	NA
ASV13085	NA	NA	NA	NA	NA	NA	NA
ASV13086	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
ASV13087	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13089	Fungi	Ascomycota	Lecanoromycetes	NA	NA	NA	NA
ASV13090	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV13094	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	NA
ASV13095	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV13096	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV13100	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	NA
ASV13101	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13103	Fungi	NA	NA	NA	NA	NA	NA
ASV13104	NA	NA	NA	NA	NA	NA	NA
ASV13105	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	NA
ASV13106	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	NA
ASV13107	NA	NA	NA	NA	NA	NA	NA
ASV13108	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laetisaria	NA
ASV13110	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13112	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Lecophagus	Lecophagus ellipsoideus
ASV13113	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	Coniosporium apollinis
ASV13116	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV13117	NA	NA	NA	NA	NA	NA	NA
ASV13119	NA	NA	NA	NA	NA	NA	NA
ASV13124	Fungi	NA	NA	NA	NA	NA	NA
ASV13126	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13127	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Meristemomyces	Meristemomyces frigidus
ASV13135	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon oleaginosum
ASV13137	Fungi	Ascomycota	Eurotiomycetes	Mycocaliciales	Mycocaliciaceae	Mycocalicium	Mycocalicium victoriae
ASV13138	NA	NA	NA	NA	NA	NA	NA
ASV13139	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV13141	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	NA
ASV13143	NA	NA	NA	NA	NA	NA	NA
ASV13145	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium	Lobosporangium transversale
ASV13147	NA	NA	NA	NA	NA	NA	NA
ASV13149	NA	NA	NA	NA	NA	NA	NA
ASV13154	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	NA
ASV13155	NA	NA	NA	NA	NA	NA	NA
ASV13156	NA	NA	NA	NA	NA	NA	NA
ASV13159	NA	NA	NA	NA	NA	NA	NA
ASV13160	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	NA
ASV13161	NA	NA	NA	NA	NA	NA	NA
ASV13163	NA	NA	NA	NA	NA	NA	NA
ASV13164	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia marmoricola
ASV13165	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV13166	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV13167	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV13168	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV13169	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	Trichobolus	NA
ASV13170	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	Coniosporium apollinis
ASV13172	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
ASV13173	NA	NA	NA	NA	NA	NA	NA
ASV13175	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	NA
ASV13176	NA	NA	NA	NA	NA	NA	NA
ASV13177	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma victoriae
ASV13179	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
