OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV20991	NA	NA	NA	NA	NA	NA	NA
ASV20992	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	NA	NA
ASV20993	Fungi	NA	NA	NA	NA	NA	NA
ASV20995	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
ASV20996	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV20997	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV20998	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
ASV20999	Fungi	NA	NA	NA	NA	NA	NA
ASV21000	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	NA
ASV21001	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21002	Fungi	NA	NA	NA	NA	NA	NA
ASV21003	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Saitoella	Saitoella coloradoensis
ASV21004	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV21005	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus gilvus
ASV21007	NA	NA	NA	NA	NA	NA	NA
ASV21008	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	NA
ASV21009	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV21010	Fungi	NA	NA	NA	NA	NA	NA
ASV21011	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria rosae
ASV21012	Fungi	Ascomycota	Dothideomycetes	Bezerromycetales	Bezerromycetaceae	Bezerromyces	NA
ASV21013	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21014	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV21015	Fungi	NA	NA	NA	NA	NA	NA
ASV21016	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia randhawae
ASV21017	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21018	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	NA
ASV21019	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV21020	NA	NA	NA	NA	NA	NA	NA
ASV21021	NA	NA	NA	NA	NA	NA	NA
ASV21022	Viridiplantae	Anthophyta	Eudicotyledonae	Proteales	Platanaceae	Platanus	NA
ASV21023	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia fleischhakii
ASV21024	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	NA
ASV21025	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	NA	NA
ASV21026	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	Acremonium alternatum
ASV21027	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
ASV21028	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV21029	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV21030	Fungi	NA	NA	NA	NA	NA	NA
ASV21031	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21032	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV21033	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21034	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria	Botryosphaeria stevensii
ASV21035	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV21036	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	NA	NA
ASV21037	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21038	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia	NA
ASV21039	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Foliophoma	NA
ASV21041	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
ASV21042	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV21043	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Rosellinia	Rosellinia mammiformis
ASV21044	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21045	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21046	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora lusitaniae
ASV21047	NA	NA	NA	NA	NA	NA	NA
ASV21048	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera jadinii
ASV21049	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora clematidis
ASV21050	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Subplenodomus	NA
ASV21051	Fungi	NA	NA	NA	NA	NA	NA
ASV21052	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21053	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21054	Fungi	Ascomycota	Sordariomycetes	Microascales	Graphiaceae	Graphium	Graphium jumulu
ASV21055	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
ASV21056	NA	NA	NA	NA	NA	NA	NA
ASV21057	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia changbaiensis
ASV21058	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV21059	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21060	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypella	Eutypella leprosa
ASV21061	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21062	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21063	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Tyrannosorus	Tyrannosorus hystrioides
ASV21064	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum fuscogleba
ASV21065	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	NA
ASV21066	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
ASV21067	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Thyrostroma	NA
ASV21068	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza badia
ASV21069	NA	NA	NA	NA	NA	NA	NA
ASV21070	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta lignicola
ASV21071	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21072	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus evertens
ASV21073	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21074	Fungi	NA	NA	NA	NA	NA	NA
ASV21075	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella indohii
ASV21076	NA	NA	NA	NA	NA	NA	NA
ASV21077	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	NA
ASV21078	Fungi	NA	NA	NA	NA	NA	NA
ASV21079	Fungi	NA	NA	NA	NA	NA	NA
ASV21080	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
ASV21081	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21082	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV21083	NA	NA	NA	NA	NA	NA	NA
ASV21084	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Sphaerellopsis	Sphaerellopsis filum
ASV21085	Viridiplantae	Anthophyta	Eudicotyledonae	Proteales	Platanaceae	Platanus	Platanus wrightii
ASV21086	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	NA
ASV21087	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	Petrophila	NA
ASV21089	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Hymenopleella	Hymenopleella austroafricana
ASV21090	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
ASV21091	NA	NA	NA	NA	NA	NA	NA
ASV21092	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21093	NA	NA	NA	NA	NA	NA	NA
ASV21094	NA	NA	NA	NA	NA	NA	NA
ASV21095	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Libertasomycetaceae	Libertasomyces	Libertasomyces platani
ASV21096	Fungi	NA	NA	NA	NA	NA	NA
ASV21097	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
ASV21098	Fungi	NA	NA	NA	NA	NA	NA
ASV21099	NA	NA	NA	NA	NA	NA	NA
ASV21100	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
ASV21101	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia epilithographicola
ASV21102	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
ASV21103	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete burtii
ASV21104	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
ASV21105	Fungi	NA	NA	NA	NA	NA	NA
ASV21106	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	Tulostoma caespitosum
ASV21107	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV21108	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV21109	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Libertasomycetaceae	Libertasomyces	Libertasomyces platani
ASV21110	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV21111	Fungi	Ascomycota	Dothideomycetes	Dothideales	NA	NA	NA
ASV21112	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea pedrosoi
ASV21113	Rhizaria	Haplosporidia	NA	NA	NA	NA	NA
ASV21114	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	Kockovaella fuzhouensis
ASV21115	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	NA
ASV21116	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Petriella	Petriella guttulata
ASV21117	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21118	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV21119	NA	NA	NA	NA	NA	NA	NA
ASV21120	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Verrucocladosporium	Verrucocladosporium dirinae
ASV21122	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Libertasomycetaceae	NA	NA
ASV21123	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	Phialemonium	Phialemonium dimorphosporum
ASV21124	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV21125	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV21126	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV21127	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	Yamadazyma mexicana
ASV21128	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV21129	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV21130	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV21131	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV21132	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV21133	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV21134	Fungi	Ascomycota	Lichinomycetes	Lichinales	Peltulaceae	Peltula	Peltula richardsii
ASV21135	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
ASV21136	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	NA	NA	NA
ASV21137	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	NA
ASV21138	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21139	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV21140	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21141	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV21142	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21143	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora	Choanephora cucurbitarum
ASV21145	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nodulisporium	NA
ASV21146	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	NA
ASV21147	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium capitatum
ASV21148	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21149	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
ASV21150	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	NA
ASV21151	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	Zasmidium eucalypticola
ASV21152	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21153	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Buellia	NA
ASV21154	Fungi	NA	NA	NA	NA	NA	NA
ASV21155	NA	NA	NA	NA	NA	NA	NA
ASV21156	NA	NA	NA	NA	NA	NA	NA
ASV21157	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
ASV21158	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21159	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21160	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21161	Fungi	NA	NA	NA	NA	NA	NA
ASV21162	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21163	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21164	Fungi	NA	NA	NA	NA	NA	NA
ASV21165	NA	NA	NA	NA	NA	NA	NA
ASV21166	Fungi	Ascomycota	Dothideomycetes	Phaeothecales	Phaeothecaceae	Phaeotheca	NA
ASV21167	NA	NA	NA	NA	NA	NA	NA
ASV21168	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	NA
ASV21169	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	NA
ASV21170	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Libertasomycetaceae	Libertasomyces	Libertasomyces platani
ASV21171	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Sporidesmium	Sporidesmium tropicale
ASV21172	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV21173	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Capnobotryella	NA
ASV21174	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21175	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma halophilum
ASV21176	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	NA
ASV21177	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV21178	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Brevicellicium	Brevicellicium olivascens
ASV21179	NA	NA	NA	NA	NA	NA	NA
ASV21180	Fungi	NA	NA	NA	NA	NA	NA
ASV21181	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	Petrophila	Petrophila incerta
ASV21182	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV21183	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Libertasomycetaceae	Libertasomyces	Libertasomyces aloeticus
ASV21184	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV21185	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella centenaria
ASV21186	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Hazslinszkyomyces	NA
ASV21187	NA	NA	NA	NA	NA	NA	NA
ASV21188	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Didymocyrtis	Didymocyrtis pini
ASV21189	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21190	Fungi	Ascomycota	Dothideomycetes	Bezerromycetales	Bezerromycetaceae	Bezerromyces	NA
ASV21191	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	NA
ASV21192	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria	Botryosphaeria dothidea
ASV21193	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV21194	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Biappendiculispora	NA
ASV21195	NA	NA	NA	NA	NA	NA	NA
ASV21196	Fungi	Ascomycota	Arthoniomycetes	NA	NA	NA	NA
ASV21197	NA	NA	NA	NA	NA	NA	NA
ASV21198	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21199	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV21200	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV21201	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lopharia	NA
ASV21202	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV21203	Fungi	NA	NA	NA	NA	NA	NA
ASV21204	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus croceiaffinis
ASV21205	NA	NA	NA	NA	NA	NA	NA
ASV21206	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV21207	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21208	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV21209	NA	NA	NA	NA	NA	NA	NA
ASV21210	NA	NA	NA	NA	NA	NA	NA
ASV21211	NA	NA	NA	NA	NA	NA	NA
ASV21212	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV21213	Fungi	NA	NA	NA	NA	NA	NA
ASV21214	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
ASV21215	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	NA
ASV21216	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV21217	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	NA	NA	NA
ASV21218	NA	NA	NA	NA	NA	NA	NA
ASV21219	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria pseudobassiana
ASV21220	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21221	NA	NA	NA	NA	NA	NA	NA
ASV21222	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21223	Fungi	NA	NA	NA	NA	NA	NA
ASV21224	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
ASV21225	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV21226	Fungi	NA	NA	NA	NA	NA	NA
ASV21227	Fungi	NA	NA	NA	NA	NA	NA
ASV21228	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV21229	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21230	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	Pseudopithomyces chartarum
ASV21231	NA	NA	NA	NA	NA	NA	NA
ASV21232	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	NA
ASV21233	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21234	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV21235	Fungi	NA	NA	NA	NA	NA	NA
ASV21236	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
ASV21237	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Populocrescentia	Populocrescentia forlicesenensis
ASV21238	Fungi	NA	NA	NA	NA	NA	NA
ASV21239	NA	NA	NA	NA	NA	NA	NA
ASV21240	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	NA
ASV21241	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV21242	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV21243	NA	NA	NA	NA	NA	NA	NA
ASV21244	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella bipellis
ASV21245	NA	NA	NA	NA	NA	NA	NA
ASV21247	NA	NA	NA	NA	NA	NA	NA
ASV21248	NA	NA	NA	NA	NA	NA	NA
ASV21249	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21250	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Gliomastix	NA
ASV21251	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Paecilomyces	Paecilomyces variotii
ASV21252	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	NA
ASV21253	NA	NA	NA	NA	NA	NA	NA
ASV21254	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	NA
ASV21255	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV21256	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Monocillium	NA
ASV21257	NA	NA	NA	NA	NA	NA	NA
ASV21258	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Camarosporidiellaceae	Camarosporidiella	NA
ASV21259	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	NA	Sistotremastrum	Sistotremastrum guttuliferum
ASV21260	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	NA
ASV21261	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV21262	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora trabicola
ASV21263	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	NA	NA	NA
ASV21264	Fungi	Ascomycota	Lichinomycetes	Lichinales	Peltulaceae	Peltula	Peltula radicata
ASV21265	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	NA
ASV21266	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV21267	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudocamarosporium	Pseudocamarosporium africanum
ASV21268	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	Veronaea botryosa
ASV21269	NA	NA	NA	NA	NA	NA	NA
ASV21270	NA	NA	NA	NA	NA	NA	NA
ASV21271	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV21272	NA	NA	NA	NA	NA	NA	NA
ASV21273	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopyxis	Geopyxis carbonaria
ASV21274	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	NA
ASV21275	Fungi	Ascomycota	Lecanoromycetes	NA	NA	NA	NA
ASV21277	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV21278	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	NA
ASV21279	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	NA	NA
ASV21280	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria	Macroventuria wentii
ASV21281	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma halophilum
ASV21282	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	NA	NA
ASV21283	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
ASV21284	Rhizaria	Haplosporidia	NA	NA	NA	NA	NA
ASV21285	NA	NA	NA	NA	NA	NA	NA
ASV21286	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	NA
ASV21287	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV21288	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
ASV21289	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Protoparmeliopsis	Protoparmeliopsis pinguis
ASV21290	NA	NA	NA	NA	NA	NA	NA
ASV21291	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
