OTU	ASVs
OTU314	ASV502, ASV645, ASV660, ASV858, ASV860, ASV893, ASV898, ASV897, ASV1031, ASV1032, ASV1064, ASV1136, ASV1154, ASV1158, ASV1161, ASV1176, ASV1178, ASV1269, ASV1305, ASV1313, ASV1346, ASV1359, ASV1377, ASV1379, ASV1392, ASV1414, ASV1444, ASV1569, ASV1581, ASV1609, ASV1607, ASV1692, ASV1752, ASV1772, ASV1774, ASV1800, ASV1803, ASV1819, ASV1832, ASV1852, ASV1944, ASV1989, ASV2055, ASV2049, ASV2048, ASV2044, ASV2073, ASV2161, ASV2148, ASV2182, ASV2250, ASV2227, ASV2280, ASV2287, ASV2353, ASV2386, ASV2396, ASV2419, ASV2474, ASV2496, ASV2691, ASV2685, ASV2702, ASV2769, ASV2789, ASV2795, ASV2799, ASV2869, ASV2916, ASV2905, ASV2959, ASV3002, ASV3019, ASV3032, ASV3062, ASV3079, ASV3092, ASV3089, ASV3142, ASV3195, ASV3217, ASV3227, ASV3223, ASV3243, ASV3255, ASV3272, ASV3271, ASV3300, ASV3338, ASV3349, ASV3414, ASV3431, ASV3434, ASV3485, ASV3569, ASV3610, ASV3646, ASV3722, ASV3718, ASV3748, ASV3772, ASV3813, ASV3844, ASV3866, ASV3970, ASV4041, ASV4040, ASV4102, ASV4093, ASV4130, ASV4177, ASV4275, ASV4283, ASV4365, ASV4411, ASV4441, ASV4464, ASV4470, ASV4509, ASV4511, ASV4540, ASV4597, ASV4647, ASV4696, ASV4782, ASV4791, ASV4856, ASV4858, ASV5010, ASV5022, ASV5099, ASV5148, ASV5145, ASV5172, ASV5221, ASV5241, ASV5220, ASV5280, ASV5315, ASV5322, ASV5326, ASV5361, ASV5368, ASV5383, ASV5545, ASV5692, ASV5799, ASV5834, ASV5840, ASV5882, ASV5940, ASV5956, ASV5975, ASV6027, ASV6215, ASV6229, ASV6226, ASV6303, ASV6414, ASV6474, ASV6508, ASV6573, ASV6624, ASV6717, ASV6805, ASV6827, ASV6872, ASV6939, ASV7082, ASV7376, ASV7442, ASV7560, ASV7919, ASV7995, ASV8029, ASV8345, ASV8514, ASV8557, ASV8535, ASV8594, ASV8793, ASV9129, ASV9553, ASV9760, ASV9945, ASV10042, ASV10055, ASV10238, ASV10275, ASV10356, ASV10526, ASV10535, ASV10645, ASV10736, ASV10897, ASV10959, ASV11202, ASV11493, ASV11663, ASV11737, ASV11908, ASV12097, ASV12377, ASV12565, ASV12596, ASV12704, ASV12741, ASV12840, ASV12854, ASV12909, ASV13063, ASV13084, ASV13156, ASV13187, ASV13281, ASV13282, ASV13372, ASV13528, ASV13581, ASV13747, ASV14090, ASV14300, ASV14429, ASV14507, ASV14631, ASV14701, ASV14709, ASV14770, ASV15035, ASV15120, ASV15233, ASV15347, ASV15406, ASV15606, ASV15646, ASV15815, ASV15958, ASV16011, ASV16104, ASV16505, ASV16539, ASV16675, ASV16728, ASV16794, ASV16823, ASV16869, ASV16893, ASV16924, ASV17106, ASV17271, ASV17622, ASV17799, ASV17815, ASV17875, ASV17975, ASV18066, ASV18073, ASV18123, ASV18253, ASV18338, ASV18436, ASV18610, ASV18685, ASV19028, ASV19341, ASV19356, ASV19457, ASV19554, ASV20041
OTU315	ASV501, ASV17143, ASV20543
OTU316	ASV508
OTU317	ASV512, ASV10427, ASV15500
OTU318	ASV514, ASV505, ASV20636
OTU319	ASV507, ASV2735, ASV19855, ASV20193
OTU320	ASV516, ASV571
OTU321	ASV497, ASV554, ASV13366, ASV20558
OTU322	ASV488, ASV939, ASV1652, ASV5162, ASV19330, ASV19399, ASV20023
OTU323	ASV532, ASV847, ASV972, ASV1143, ASV1308, ASV1295, ASV1349, ASV1388, ASV1393, ASV1417, ASV1448, ASV1468, ASV1500, ASV1552, ASV1592, ASV1645, ASV1674, ASV1709, ASV1828, ASV1818, ASV1822, ASV1824, ASV1853, ASV1875, ASV1888, ASV1911, ASV2045, ASV2135, ASV2332, ASV2326, ASV2389, ASV2447, ASV2497, ASV2539, ASV2535, ASV2541, ASV2576, ASV2602, ASV2639, ASV2752, ASV2753, ASV2845, ASV2883, ASV3030, ASV3169, ASV3191, ASV3230, ASV3250, ASV3314, ASV3326, ASV3620, ASV3700, ASV3705, ASV3759, ASV3822, ASV3919, ASV3914, ASV4005, ASV4051, ASV4078, ASV4148, ASV4163, ASV4165, ASV4325, ASV4345, ASV4356, ASV4400, ASV4419, ASV4439, ASV4567, ASV4744, ASV4763, ASV4778, ASV4887, ASV4920, ASV4930, ASV4963, ASV4458, ASV5069, ASV5073, ASV5104, ASV5066, ASV5260, ASV5268, ASV5319, ASV5502, ASV5630, ASV5657, ASV5714, ASV5897, ASV5920, ASV6079, ASV6107, ASV6137, ASV6412, ASV6421, ASV6584, ASV6691, ASV6692, ASV6746, ASV6792, ASV6851, ASV6945, ASV7126, ASV7414, ASV7638, ASV7720, ASV7785, ASV7817, ASV8135, ASV8183, ASV8297, ASV8335, ASV8454, ASV8694, ASV8860, ASV9011, ASV9107, ASV9364, ASV9391, ASV9594, ASV10468, ASV10839, ASV10915, ASV11608, ASV11986, ASV12134, ASV12979, ASV13225, ASV13399, ASV13911, ASV14742, ASV14870, ASV14937, ASV14952, ASV14983, ASV15110, ASV15465, ASV15775, ASV15967, ASV15977, ASV16057, ASV16199, ASV16297, ASV16654, ASV16853, ASV17026, ASV17284, ASV17564, ASV17621, ASV17658, ASV17692, ASV18133, ASV18262, ASV18390, ASV18603, ASV18826, ASV18995, ASV19032, ASV19053, ASV19074, ASV19305, ASV19670, ASV19789, ASV19817, ASV20795, ASV21418
OTU324	ASV482
OTU325	ASV524
OTU326	ASV484, ASV21320
OTU327	ASV521, ASV4337, ASV17728
OTU328	ASV499, ASV13808, ASV14155, ASV18173, ASV19387
OTU329	ASV526, ASV4322, ASV6100
OTU330	ASV538, ASV2205, ASV5549, ASV7430, ASV10783, ASV11733, ASV16567, ASV17896, ASV20706, ASV21357
OTU331	ASV486, ASV1517, ASV2342, ASV3006, ASV4691, ASV5239, ASV7355, ASV8161, ASV12621, ASV12963, ASV13474, ASV13469, ASV14648, ASV15231, ASV17528, ASV17746, ASV19038, ASV19438, ASV19799, ASV20093
OTU332	ASV533, ASV6683, ASV9892, ASV19807
OTU333	ASV541, ASV10130, ASV12282, ASV12934
OTU334	ASV525, ASV1625, ASV1759, ASV2807, ASV5117, ASV7358, ASV10059, ASV13460, ASV15107, ASV16668
OTU335	ASV543, ASV984, ASV8762, ASV13417, ASV17607
OTU336	ASV544, ASV16855, ASV19730
OTU337	ASV535, ASV12985, ASV18031, ASV19194, ASV20973
OTU338	ASV553, ASV643, ASV714, ASV3184, ASV8546, ASV10600, ASV11680, ASV11766, ASV13543, ASV13862, ASV14027, ASV14200, ASV15011, ASV18701, ASV18851, ASV19788, ASV20047, ASV20701
OTU339	ASV558, ASV838, ASV1159, ASV4839, ASV5011, ASV6207, ASV7173, ASV7735, ASV8835, ASV15253, ASV15612, ASV17716, ASV18600, ASV20453
OTU340	ASV564, ASV604
OTU341	ASV548, ASV3629, ASV5406, ASV10087, ASV14554, ASV16565, ASV17684, ASV20842, ASV21437
OTU342	ASV563, ASV896, ASV2814, ASV14209, ASV16314, ASV19518
OTU343	ASV575
OTU344	ASV567, ASV3947, ASV4994, ASV10895, ASV11923, ASV19251
OTU345	ASV566, ASV1585, ASV1993, ASV3661, ASV10025, ASV10509, ASV17613
OTU346	ASV574, ASV10333
OTU347	ASV578, ASV15896, ASV18274, ASV20129
OTU348	ASV576
OTU349	ASV579
OTU350	ASV583, ASV18807, ASV20329
OTU351	ASV569, ASV1211, ASV1445, ASV8246, ASV9132
OTU352	ASV537, ASV3437, ASV21268
OTU353	ASV561, ASV2498, ASV4141, ASV8822, ASV12173, ASV18955, ASV19552
OTU354	ASV597, ASV631, ASV2940, ASV3765, ASV12916, ASV21453
OTU355	ASV581, ASV7948
OTU356	ASV591, ASV765, ASV1974, ASV4649, ASV4946, ASV10058, ASV12824, ASV13506, ASV14100, ASV16655, ASV17517, ASV17789, ASV18021, ASV18375, ASV19578, ASV19952
OTU357	ASV590
OTU358	ASV613, ASV1264, ASV2444, ASV10194, ASV21333
OTU359	ASV614, ASV10126, ASV15426, ASV16547
OTU360	ASV585, ASV15092, ASV15548, ASV15550, ASV16140, ASV19787, ASV20386, ASV21265
OTU361	ASV586, ASV739
OTU362	ASV647, ASV798, ASV598, ASV1095, ASV1657, ASV4267, ASV4718, ASV6493, ASV9969, ASV14591, ASV17641, ASV17776, ASV21249
OTU363	ASV623
OTU364	ASV625, ASV21331
OTU365	ASV570, ASV4255
OTU366	ASV602, ASV18200, ASV18321, ASV20039, ASV20198
OTU367	ASV629
OTU368	ASV627, ASV1012, ASV1060, ASV8738, ASV20364, ASV21241
OTU369	ASV619, ASV16725, ASV20045
OTU370	ASV628, ASV10958
OTU371	ASV634
OTU372	ASV636, ASV21392, ASV21397
OTU373	ASV642
OTU374	ASV635
OTU375	ASV632, ASV4592, ASV6180, ASV19648, ASV20821
OTU376	ASV596, ASV15656
OTU377	ASV654, ASV19007
OTU378	ASV610, ASV6931, ASV16442
OTU379	ASV657
OTU380	ASV649, ASV8089, ASV14470, ASV16143, ASV16433, ASV17721, ASV19291
OTU381	ASV656, ASV807
OTU382	ASV612, ASV764, ASV4028, ASV4585, ASV9614, ASV11594, ASV11699, ASV15518, ASV18210, ASV18746, ASV19748, ASV20176, ASV20243
OTU383	ASV651, ASV2191, ASV3632, ASV7236, ASV10719, ASV11219, ASV11269, ASV18838, ASV20015, ASV21041, ASV21342
OTU384	ASV644, ASV1721, ASV10378, ASV16700
OTU385	ASV667, ASV11241, ASV12109
OTU386	ASV659, ASV16974
OTU387	ASV664
OTU388	ASV662, ASV7073, ASV19541
OTU389	ASV658, ASV2792
OTU390	ASV639, ASV889, ASV1659, ASV1743, ASV6001, ASV7578, ASV11389, ASV11898, ASV12238
OTU391	ASV689
OTU392	ASV675, ASV868, ASV1181, ASV3039, ASV3402, ASV4209, ASV5593, ASV7049, ASV13696, ASV19376, ASV20500
OTU393	ASV674
OTU394	ASV668, ASV1267, ASV6322, ASV6420, ASV17777
OTU395	ASV691, ASV1166, ASV1953, ASV5128, ASV12133, ASV13526, ASV15773, ASV20060
OTU396	ASV688
OTU397	ASV690, ASV17051, ASV20918
OTU398	ASV670, ASV1604, ASV18876
OTU399	ASV683, ASV12983, ASV13945, ASV14702, ASV15091, ASV15623, ASV17946, ASV18536
OTU400	ASV694
OTU401	ASV679, ASV2081, ASV19907, ASV20555
OTU402	ASV698, ASV1647, ASV4815, ASV5694, ASV19025, ASV19596, ASV19947
OTU403	ASV704
OTU404	ASV678, ASV2736, ASV8819, ASV11683, ASV13884, ASV14026, ASV14993, ASV21306
OTU405	ASV677, ASV12137
OTU406	ASV703, ASV1019, ASV16362, ASV16769, ASV17703, ASV20120, ASV20938
OTU407	ASV695, ASV1332, ASV20228
OTU408	ASV717
OTU409	ASV701, ASV3345, ASV20904, ASV21410
OTU410	ASV733, ASV1105, ASV10241, ASV12024, ASV15391, ASV18039, ASV21063
OTU411	ASV728, ASV805, ASV890, ASV971, ASV1046, ASV1082, ASV1146, ASV1231, ASV1236, ASV1252, ASV1283, ASV1304, ASV1302, ASV1335, ASV1471, ASV1493, ASV1574, ASV1621, ASV1669, ASV1704, ASV1726, ASV1756, ASV1785, ASV1801, ASV1789, ASV1807, ASV1879, ASV1885, ASV1930, ASV2153, ASV2221, ASV2253, ASV2348, ASV2357, ASV2371, ASV2434, ASV2433, ASV2529, ASV2530, ASV2593, ASV2631, ASV2633, ASV2640, ASV2672, ASV2797, ASV2819, ASV2867, ASV2937, ASV2978, ASV3000, ASV3049, ASV3081, ASV3151, ASV3213, ASV3267, ASV3268, ASV3294, ASV3309, ASV3304, ASV3311, ASV3327, ASV3328, ASV3449, ASV3463, ASV3528, ASV3537, ASV3571, ASV3690, ASV3724, ASV3832, ASV3928, ASV3979, ASV4008, ASV4032, ASV4111, ASV4127, ASV4134, ASV4183, ASV4199, ASV4201, ASV4228, ASV4284, ASV4304, ASV4637, ASV4657, ASV4792, ASV4810, ASV4916, ASV4953, ASV4980, ASV5091, ASV5181, ASV5331, ASV5344, ASV5384, ASV5643, ASV5669, ASV5695, ASV5787, ASV5821, ASV5916, ASV5929, ASV6053, ASV6064, ASV6106, ASV6114, ASV6186, ASV6310, ASV6435, ASV6445, ASV6460, ASV6512, ASV6770, ASV6901, ASV6947, ASV6943, ASV6946, ASV7000, ASV7143, ASV7241, ASV7260, ASV7419, ASV7452, ASV7495, ASV7589, ASV7595, ASV7616, ASV7690, ASV7689, ASV7697, ASV7752, ASV7810, ASV7857, ASV7890, ASV8015, ASV8026, ASV8059, ASV8080, ASV8354, ASV8452, ASV8526, ASV8596, ASV8599, ASV8601, ASV8689, ASV8844, ASV8856, ASV8942, ASV8962, ASV9051, ASV9143, ASV9450, ASV9593, ASV9732, ASV9903, ASV10169, ASV10537, ASV10566, ASV10665, ASV10792, ASV10799, ASV10996, ASV11080, ASV11125, ASV11143, ASV11246, ASV11316, ASV11342, ASV11574, ASV11894, ASV12176, ASV12302, ASV12490, ASV12941, ASV13161, ASV13847, ASV13997, ASV14253, ASV14341, ASV14358, ASV14406, ASV14410, ASV14730, ASV14926, ASV14945, ASV15034, ASV15117, ASV15180, ASV15383, ASV15653, ASV15736, ASV15769, ASV15782, ASV15832, ASV15913, ASV15986, ASV16064, ASV16127, ASV16174, ASV16276, ASV16330, ASV16343, ASV16797, ASV16873, ASV17003, ASV17127, ASV17309, ASV17619, ASV17654, ASV17688, ASV17698, ASV18077, ASV18139, ASV18156, ASV18369, ASV18455, ASV18502, ASV18497, ASV18552, ASV18573, ASV18827, ASV18912, ASV18979, ASV18994, ASV19079, ASV19081, ASV19130, ASV19816, ASV19998, ASV21458
OTU412	ASV712, ASV15215
OTU413	ASV732, ASV14899
OTU414	ASV744
OTU415	ASV721
OTU416	ASV726, ASV6555, ASV7247, ASV10952, ASV14170, ASV14196, ASV16376, ASV16525, ASV20108, ASV20654, ASV21284
OTU417	ASV734, ASV2265, ASV2412, ASV6896, ASV6961, ASV8467, ASV12615, ASV14137, ASV16239, ASV17029, ASV17809, ASV19340, ASV19602, ASV20303, ASV21087
OTU418	ASV723, ASV17984, ASV19615, ASV20240
OTU419	ASV724, ASV20447
OTU420	ASV741, ASV769, ASV1096, ASV6054, ASV11268, ASV13382, ASV15711, ASV16569, ASV17390, ASV18158, ASV18423, ASV19809, ASV21153
OTU421	ASV759, ASV1204, ASV1250, ASV1253, ASV1278, ASV1290, ASV1315, ASV1400, ASV1411, ASV1432, ASV1461, ASV1568, ASV1610, ASV1713, ASV1957, ASV1962, ASV1946, ASV1970, ASV2117, ASV2159, ASV2186, ASV2187, ASV2260, ASV2291, ASV2283, ASV2299, ASV2316, ASV2333, ASV2394, ASV2397, ASV2430, ASV2431, ASV2454, ASV2476, ASV2524, ASV2559, ASV2551, ASV2579, ASV2573, ASV2699, ASV2512, ASV2713, ASV2732, ASV2747, ASV2760, ASV2754, ASV2767, ASV2788, ASV2835, ASV2852, ASV2884, ASV2861, ASV2870, ASV2917, ASV2933, ASV2995, ASV3024, ASV3059, ASV3083, ASV3080, ASV3133, ASV3163, ASV3173, ASV3192, ASV3249, ASV3247, ASV3270, ASV3287, ASV3307, ASV3323, ASV3507, ASV3517, ASV3546, ASV3607, ASV3630, ASV3640, ASV3693, ASV3733, ASV3766, ASV3771, ASV3797, ASV3861, ASV3865, ASV3906, ASV4009, ASV4030, ASV4053, ASV3965, ASV4100, ASV4132, ASV4154, ASV4213, ASV4245, ASV4502, ASV4531, ASV4526, ASV4596, ASV4668, ASV4673, ASV4719, ASV4743, ASV4735, ASV4789, ASV4766, ASV4852, ASV4874, ASV4991, ASV5060, ASV5163, ASV5414, ASV5436, ASV5453, ASV5457, ASV5489, ASV5518, ASV5511, ASV5526, ASV5554, ASV5586, ASV5658, ASV5685, ASV5802, ASV5910, ASV5974, ASV5976, ASV6086, ASV6142, ASV6204, ASV6233, ASV6315, ASV6302, ASV6345, ASV6409, ASV6411, ASV6458, ASV6492, ASV6521, ASV6545, ASV6638, ASV6707, ASV6706, ASV6744, ASV6777, ASV6830, ASV6898, ASV7205, ASV7240, ASV7336, ASV7374, ASV7392, ASV7429, ASV7523, ASV7614, ASV7610, ASV7637, ASV7658, ASV7718, ASV7721, ASV7789, ASV8027, ASV8046, ASV8164, ASV8209, ASV8301, ASV8306, ASV8390, ASV8511, ASV8783, ASV8815, ASV8898, ASV8922, ASV8935, ASV9189, ASV9264, ASV9459, ASV9507, ASV9570, ASV9601, ASV9702, ASV9806, ASV9847, ASV10359, ASV10395, ASV10400, ASV10418, ASV10636, ASV10802, ASV10987, ASV11334, ASV11351, ASV12181, ASV12213, ASV12223, ASV12331, ASV12313, ASV12395, ASV12603, ASV12727, ASV12863, ASV13107, ASV13534, ASV13557, ASV13609, ASV13733, ASV13762, ASV13962, ASV14263, ASV14444, ASV14474, ASV14568, ASV14603, ASV14618, ASV14764, ASV14766, ASV14806, ASV14812, ASV14967, ASV14973, ASV15087, ASV15099, ASV15126, ASV15300, ASV15322, ASV15371, ASV15632, ASV15768, ASV15789, ASV15791, ASV15799, ASV15843, ASV15872, ASV15963, ASV16001, ASV16030, ASV16094, ASV16190, ASV16251, ASV16429, ASV16481, ASV16605, ASV16694, ASV16788, ASV16961, ASV16951, ASV16986, ASV17041, ASV17122, ASV17234, ASV17457, ASV17573, ASV17590, ASV17817, ASV17831, ASV17838, ASV18089, ASV18129, ASV18167, ASV18178, ASV18259, ASV18279, ASV18364, ASV18400, ASV18808, ASV18812, ASV18824, ASV18813, ASV18992, ASV19041, ASV19211, ASV19299, ASV19320, ASV19328, ASV19367, ASV19422, ASV19424, ASV19484, ASV19668, ASV19680, ASV19709, ASV19940, ASV20097, ASV20126, ASV20607
OTU422	ASV729, ASV8709, ASV17366, ASV19513, ASV19976
OTU423	ASV748, ASV13067, ASV19125, ASV20727
OTU424	ASV727, ASV1972
OTU425	ASV754, ASV6503, ASV10779, ASV10877, ASV11649, ASV16692
OTU426	ASV718, ASV3540, ASV5317, ASV8275, ASV13145, ASV13798, ASV15401, ASV16527, ASV18453, ASV20288
OTU427	ASV725, ASV21289
OTU428	ASV731, ASV1213, ASV2423, ASV4825, ASV6993, ASV9325, ASV9710, ASV13707, ASV16332, ASV19731, ASV19804
OTU429	ASV756, ASV4860
OTU430	ASV768, ASV17299, ASV20919
OTU431	ASV771, ASV3106, ASV5438, ASV8109, ASV8195, ASV9091, ASV13914, ASV13950, ASV14665, ASV14799, ASV15631, ASV17494, ASV17541, ASV17814, ASV19178, ASV19197, ASV19803, ASV20055, ASV20394
OTU432	ASV737, ASV792
OTU433	ASV749
OTU434	ASV763, ASV5723, ASV7402
OTU435	ASV753, ASV10229, ASV11929, ASV12168, ASV12108
OTU436	ASV794
OTU437	ASV787, ASV8767, ASV16383, ASV19477
OTU438	ASV778, ASV867, ASV1195, ASV1317, ASV1394, ASV1480, ASV1543, ASV1694, ASV1736, ASV1840, ASV1830, ASV1883, ASV1915, ASV1926, ASV1987, ASV1999, ASV2037, ASV2043, ASV2155, ASV2207, ASV2244, ASV2286, ASV2390, ASV2416, ASV2481, ASV2554, ASV2829, ASV2856, ASV2947, ASV3063, ASV3075, ASV3153, ASV3175, ASV3201, ASV3322, ASV3334, ASV3416, ASV3559, ASV3584, ASV3643, ASV3676, ASV3704, ASV3798, ASV3807, ASV3838, ASV3853, ASV3895, ASV3898, ASV3881, ASV3922, ASV3982, ASV4067, ASV4179, ASV4200, ASV4222, ASV4247, ASV4266, ASV4352, ASV4395, ASV4425, ASV4421, ASV4487, ASV4557, ASV4580, ASV4576, ASV4666, ASV4667, ASV4695, ASV4804, ASV4805, ASV4806, ASV4829, ASV4857, ASV4938, ASV4957, ASV4952, ASV5252, ASV5456, ASV5504, ASV5547, ASV5629, ASV5678, ASV5698, ASV5704, ASV5709, ASV5870, ASV5886, ASV5901, ASV5957, ASV5982, ASV6017, ASV6056, ASV6152, ASV6132, ASV6191, ASV6227, ASV6284, ASV6395, ASV6473, ASV6644, ASV6648, ASV6669, ASV6684, ASV6721, ASV6715, ASV6741, ASV6793, ASV6778, ASV6860, ASV6900, ASV7074, ASV7078, ASV7265, ASV7277, ASV7293, ASV7388, ASV7487, ASV7549, ASV7591, ASV7645, ASV7643, ASV7717, ASV7710, ASV7768, ASV7933, ASV8006, ASV8086, ASV8168, ASV8263, ASV8294, ASV8378, ASV8635, ASV8638, ASV8653, ASV8707, ASV8741, ASV8792, ASV8868, ASV9126, ASV9154, ASV9300, ASV9485, ASV9603, ASV9735, ASV9772, ASV9765, ASV9819, ASV9849, ASV9878, ASV9918, ASV10054, ASV10043, ASV10538, ASV10555, ASV10588, ASV10822, ASV11153, ASV11171, ASV11284, ASV11466, ASV11753, ASV11765, ASV11826, ASV12146, ASV12178, ASV12325, ASV12355, ASV12623, ASV13040, ASV13240, ASV13521, ASV13677, ASV13890, ASV14034, ASV14037, ASV14486, ASV14760, ASV14872, ASV14954, ASV14964, ASV15111, ASV15137, ASV15249, ASV15453, ASV15516, ASV15667, ASV15874, ASV16039, ASV16254, ASV16298, ASV16436, ASV16517, ASV16617, ASV16714, ASV16729, ASV16780, ASV16789, ASV16826, ASV16858, ASV16950, ASV16978, ASV17037, ASV17313, ASV17315, ASV17339, ASV17393, ASV17731, ASV17754, ASV17821, ASV17935, ASV17950, ASV17983, ASV18071, ASV18185, ASV18347, ASV18538, ASV19030, ASV19105, ASV19209, ASV19352, ASV19359, ASV19435, ASV19654, ASV19669, ASV19986, ASV20340, ASV21094
OTU439	ASV779, ASV9142
OTU440	ASV786, ASV5411, ASV16932, ASV20350, ASV20358, ASV21013
OTU441	ASV789
OTU442	ASV799, ASV1002, ASV1090, ASV1191, ASV1245, ASV1261, ASV1299, ASV1397, ASV1466, ASV1498, ASV1535, ASV1544, ASV1550, ASV1551, ASV1632, ASV1697, ASV1778, ASV1777, ASV1787, ASV1798, ASV1833, ASV1829, ASV1858, ASV1873, ASV1905, ASV1908, ASV1916, ASV1936, ASV1929, ASV1959, ASV1958, ASV1941, ASV1968, ASV1965, ASV2014, ASV2013, ASV2052, ASV2093, ASV2061, ASV2092, ASV2095, ASV2103, ASV2104, ASV2107, ASV2133, ASV2143, ASV2178, ASV2222, ASV2232, ASV2242, ASV2307, ASV2324, ASV2388, ASV2387, ASV2391, ASV2408, ASV2471, ASV2492, ASV2503, ASV2504, ASV2589, ASV2583, ASV2658, ASV2670, ASV2694, ASV2703, ASV2708, ASV2720, ASV2721, ASV2762, ASV2764, ASV2781, ASV2817, ASV2825, ASV2898, ASV2926, ASV2941, ASV3040, ASV3034, ASV3118, ASV3150, ASV3194, ASV3211, ASV3206, ASV3198, ASV3390, ASV3479, ASV3619, ASV3653, ASV3720, ASV3723, ASV3735, ASV3816, ASV3886, ASV4050, ASV4096, ASV4273, ASV4277, ASV4298, ASV4303, ASV4328, ASV4344, ASV4370, ASV4375, ASV4393, ASV4391, ASV4432, ASV4644, ASV4753, ASV4850, ASV4904, ASV4937, ASV4936, ASV5018, ASV5096, ASV5197, ASV5299, ASV5339, ASV5342, ASV5390, ASV5435, ASV5442, ASV5446, ASV5516, ASV5577, ASV5584, ASV5625, ASV5734, ASV5841, ASV5856, ASV5953, ASV6059, ASV6082, ASV6171, ASV6239, ASV6333, ASV6366, ASV6370, ASV6377, ASV6398, ASV6515, ASV6587, ASV6603, ASV6703, ASV6911, ASV6930, ASV6976, ASV7045, ASV7075, ASV7219, ASV7227, ASV7258, ASV7302, ASV7534, ASV7543, ASV7800, ASV7836, ASV7845, ASV7911, ASV7968, ASV7958, ASV8158, ASV8204, ASV8239, ASV8300, ASV8328, ASV8331, ASV8315, ASV8353, ASV8448, ASV8468, ASV8717, ASV8721, ASV8773, ASV8940, ASV8979, ASV9033, ASV9136, ASV9169, ASV9241, ASV9365, ASV9398, ASV9421, ASV9704, ASV10327, ASV10436, ASV10551, ASV10639, ASV11190, ASV11207, ASV11282, ASV11401, ASV11604, ASV12785, ASV12952, ASV12998, ASV13234, ASV13482, ASV13605, ASV13685, ASV13851, ASV13865, ASV14000, ASV13992, ASV14080, ASV14503, ASV14602, ASV14634, ASV14696, ASV14771, ASV14809, ASV14831, ASV14846, ASV15037, ASV15044, ASV15154, ASV15151, ASV15176, ASV15224, ASV15380, ASV15398, ASV15534, ASV15552, ASV15547, ASV15628, ASV15718, ASV15805, ASV15794, ASV15875, ASV15884, ASV15979, ASV16031, ASV16032, ASV16272, ASV16345, ASV16404, ASV16499, ASV16543, ASV16621, ASV16691, ASV16763, ASV16913, ASV17008, ASV17297, ASV17473, ASV17566, ASV17796, ASV17895, ASV17966, ASV18007, ASV18126, ASV18248, ASV18327, ASV18430, ASV18485, ASV18510, ASV18908, ASV18927, ASV19142, ASV19693
OTU443	ASV751, ASV3730, ASV17557, ASV19600
OTU444	ASV785, ASV4080, ASV5789, ASV6852, ASV9567, ASV10375, ASV13086, ASV13554, ASV13568, ASV14012, ASV14339, ASV15969, ASV16066, ASV19401
OTU445	ASV791
OTU446	ASV802, ASV7230, ASV12128, ASV14989, ASV18732, ASV20574
OTU447	ASV804, ASV12690
OTU448	ASV2, ASV777, ASV3313, ASV3553, ASV4341, ASV7353, ASV7568, ASV9166, ASV9713, ASV10912, ASV12354, ASV13564, ASV15660, ASV16044
OTU449	ASV810, ASV1061, ASV2078, ASV2172, ASV12857, ASV13804, ASV17790, ASV18646, ASV19848
OTU450	ASV811, ASV5246, ASV18203
OTU451	ASV149, ASV261, ASV299, ASV365, ASV673, ASV797, ASV1532, ASV1805, ASV6758, ASV12000, ASV13461, ASV21128
OTU452	ASV803, ASV12766, ASV18895
OTU453	ASV816, ASV1693, ASV2927, ASV9058
OTU454	ASV818, ASV20368
OTU455	ASV817, ASV969, ASV3538, ASV6217, ASV9402, ASV14186, ASV18247, ASV19415
OTU456	ASV829, ASV952, ASV1083
OTU457	ASV780
OTU458	ASV827, ASV6554, ASV11387, ASV12672, ASV17081, ASV18027, ASV18939, ASV19013
OTU459	ASV835, ASV10546, ASV19701, ASV21288
OTU460	ASV831, ASV3228, ASV20666
OTU461	ASV844, ASV861, ASV1016, ASV7861, ASV15238, ASV18947
OTU462	ASV842, ASV12123
OTU463	ASV823, ASV11364, ASV17488, ASV18821, ASV20141
OTU464	ASV793
OTU465	ASV854, ASV8138, ASV11629, ASV15858
OTU466	ASV806
OTU467	ASV850, ASV1188, ASV4833, ASV5295, ASV5552, ASV5553, ASV7642, ASV7902, ASV9089, ASV9524, ASV11022, ASV13451, ASV21353
OTU468	ASV853, ASV3932, ASV5811, ASV8934, ASV10386, ASV11196, ASV11562, ASV18186, ASV19237, ASV20317, ASV20901
OTU469	ASV856, ASV1735, ASV7828, ASV11861
OTU470	ASV826
OTU471	ASV840, ASV17628, ASV20234
OTU472	ASV855, ASV1268
OTU473	ASV872, ASV19342, ASV20759
OTU474	ASV866
OTU475	ASV877, ASV6596, ASV21011
OTU476	ASV876, ASV2099
OTU477	ASV870, ASV4998, ASV6987, ASV7299, ASV10457, ASV13262, ASV19905, ASV21406
OTU478	ASV885, ASV1719, ASV19260, ASV21204
OTU479	ASV875, ASV948
OTU480	ASV900, ASV3456, ASV21174
OTU481	ASV863, ASV1113, ASV4463, ASV6050, ASV16465, ASV21211
OTU482	ASV881, ASV1506, ASV10343, ASV21434
OTU483	ASV903, ASV1357, ASV1867
OTU484	ASV882, ASV9887
OTU485	ASV906, ASV20783
OTU486	ASV899, ASV12892, ASV18472
OTU487	ASV904, ASV21259
OTU488	ASV913, ASV4641, ASV13069, ASV20571
OTU489	ASV902, ASV17830
