OTU	ASVs
OTU555	ASV1084
OTU556	ASV1145, ASV1153, ASV1183, ASV1358, ASV1344, ASV1407, ASV1423, ASV1563, ASV1661, ASV1691, ASV1767, ASV1770, ASV1802, ASV1925, ASV1986, ASV2004, ASV2025, ASV2080, ASV2102, ASV2097, ASV2145, ASV2164, ASV2166, ASV2231, ASV2228, ASV2258, ASV2273, ASV2314, ASV2322, ASV2382, ASV2417, ASV2418, ASV2435, ASV2588, ASV2739, ASV2748, ASV2761, ASV2774, ASV2885, ASV2881, ASV2906, ASV2887, ASV2888, ASV2895, ASV2931, ASV2950, ASV3004, ASV3033, ASV3041, ASV3094, ASV3104, ASV3119, ASV3190, ASV3351, ASV3399, ASV3382, ASV3489, ASV3524, ASV3549, ASV3609, ASV3635, ASV3692, ASV3804, ASV3946, ASV3988, ASV3989, ASV4031, ASV4043, ASV4076, ASV4120, ASV4136, ASV4151, ASV4169, ASV4196, ASV4223, ASV4278, ASV4309, ASV4329, ASV4404, ASV4503, ASV4739, ASV4738, ASV4817, ASV4853, ASV4865, ASV4863, ASV4884, ASV4977, ASV4976, ASV5101, ASV5341, ASV5386, ASV5477, ASV5499, ASV5508, ASV5534, ASV5681, ASV5845, ASV5843, ASV6112, ASV6243, ASV6361, ASV6446, ASV6455, ASV6647, ASV6646, ASV6796, ASV6779, ASV6879, ASV6904, ASV7003, ASV7034, ASV7118, ASV7198, ASV7232, ASV7244, ASV7257, ASV7253, ASV7431, ASV7444, ASV7509, ASV7639, ASV7686, ASV7772, ASV7875, ASV7860, ASV7877, ASV7909, ASV7929, ASV7937, ASV7936, ASV8017, ASV8049, ASV8083, ASV8159, ASV8174, ASV8169, ASV8255, ASV8302, ASV8334, ASV8502, ASV8498, ASV8528, ASV8651, ASV8663, ASV8920, ASV8906, ASV8929, ASV8928, ASV9061, ASV9052, ASV9269, ASV9396, ASV9472, ASV9506, ASV9880, ASV9909, ASV9977, ASV10158, ASV10163, ASV10492, ASV10496, ASV11009, ASV11165, ASV11199, ASV11240, ASV11447, ASV11477, ASV11541, ASV11851, ASV11870, ASV12023, ASV12188, ASV12206, ASV12454, ASV12587, ASV12915, ASV13080, ASV13298, ASV13411, ASV13504, ASV13615, ASV13688, ASV13706, ASV13835, ASV14004, ASV14344, ASV14511, ASV14615, ASV14969, ASV15123, ASV15144, ASV15182, ASV15234, ASV15282, ASV15332, ASV15404, ASV15551, ASV15557, ASV15728, ASV15978, ASV16163, ASV16335, ASV16367, ASV16479, ASV16513, ASV16521, ASV16530, ASV16703, ASV16722, ASV16735, ASV16774, ASV16977, ASV16995, ASV17034, ASV17046, ASV17076, ASV17290, ASV17277, ASV17509, ASV17548, ASV17565, ASV17674, ASV17679, ASV17760, ASV18056, ASV18245, ASV18260, ASV18360, ASV18486, ASV18662, ASV18677, ASV18717, ASV18786, ASV18809, ASV19011, ASV19024, ASV19312, ASV20392, ASV21093, ASV21269, ASV21457
OTU557	ASV1129, ASV2384, ASV13075, ASV13512, ASV15508, ASV18819, ASV19226
OTU558	ASV1140
OTU559	ASV1132, ASV12521
OTU560	ASV1114, ASV8180
OTU561	ASV1162, ASV1582, ASV1799, ASV1813, ASV1933, ASV2296, ASV2300, ASV2372, ASV2436, ASV2522, ASV2577, ASV2679, ASV2727, ASV2755, ASV2893, ASV2962, ASV3100, ASV3152, ASV3157, ASV3154, ASV3159, ASV3232, ASV3219, ASV3360, ASV3464, ASV3588, ASV3749, ASV3734, ASV3837, ASV3877, ASV3962, ASV4058, ASV4094, ASV4131, ASV4318, ASV4494, ASV4601, ASV4625, ASV4674, ASV4845, ASV4915, ASV5199, ASV5234, ASV5400, ASV5403, ASV5458, ASV5592, ASV5706, ASV5729, ASV5765, ASV5800, ASV5818, ASV5895, ASV5884, ASV5958, ASV5962, ASV6173, ASV6178, ASV6200, ASV6413, ASV6430, ASV6500, ASV6518, ASV6716, ASV6710, ASV6697, ASV6882, ASV6919, ASV7149, ASV7153, ASV7333, ASV7421, ASV7447, ASV7497, ASV7627, ASV7802, ASV7893, ASV7931, ASV8212, ASV8426, ASV8431, ASV8434, ASV8533, ASV8619, ASV8656, ASV8722, ASV8742, ASV8861, ASV8888, ASV8930, ASV9175, ASV9211, ASV9221, ASV9270, ASV9418, ASV9444, ASV9461, ASV9588, ASV9620, ASV9799, ASV9832, ASV9904, ASV10227, ASV10317, ASV10345, ASV10506, ASV10525, ASV10808, ASV10840, ASV11079, ASV11086, ASV11212, ASV11367, ASV11388, ASV11407, ASV11468, ASV11469, ASV11528, ASV11554, ASV11694, ASV11789, ASV11956, ASV12321, ASV12300, ASV12435, ASV12525, ASV12536, ASV12784, ASV13384, ASV13393, ASV13406, ASV13561, ASV13560, ASV13600, ASV13636, ASV13826, ASV13875, ASV14036, ASV14276, ASV14534, ASV14573, ASV14778, ASV14786, ASV14832, ASV14933, ASV15028, ASV15055, ASV15183, ASV15317, ASV15458, ASV15721, ASV15738, ASV15749, ASV16047, ASV16218, ASV16269, ASV16280, ASV16301, ASV16519, ASV16549, ASV16559, ASV16806, ASV16867, ASV17023, ASV17240, ASV17239, ASV17249, ASV17595, ASV17572, ASV17844, ASV17874, ASV18038, ASV18090, ASV18166, ASV18191, ASV18397, ASV18391, ASV18388, ASV18424, ASV18449, ASV18561, ASV18704, ASV19068, ASV19107, ASV19434, ASV19572, ASV19641, ASV19631, ASV19914, ASV19971, ASV20254, ASV20519, ASV20618, ASV20661, ASV21179
OTU562	ASV1149, ASV15309
OTU563	ASV1152, ASV18587
OTU564	ASV1126, ASV6336, ASV20588, ASV21127
OTU565	ASV1122, ASV5486, ASV7129
OTU566	ASV1175, ASV5255, ASV10702, ASV14389, ASV21189
OTU567	ASV1182, ASV3444, ASV11754, ASV12640, ASV14055, ASV19067, ASV19464
OTU568	ASV1172
OTU569	ASV1170, ASV1521, ASV8823, ASV12304, ASV13009, ASV14328, ASV21329
OTU570	ASV1192, ASV12289, ASV19943, ASV20936
OTU571	ASV247, ASV1163, ASV8985, ASV10651, ASV17352
OTU572	ASV1187, ASV11896, ASV14581, ASV20300, ASV21052
OTU573	ASV1155, ASV1242, ASV4342
OTU574	ASV1198, ASV5693, ASV7360, ASV7868, ASV13072, ASV17124, ASV21196
OTU575	ASV1185
OTU576	ASV1207, ASV3666, ASV10094, ASV14845, ASV20181
OTU577	ASV1208, ASV1258, ASV1424, ASV1596, ASV1611, ASV1676, ASV1836, ASV1889, ASV1928, ASV1935, ASV1934, ASV1973, ASV2054, ASV2091, ASV2144, ASV2130, ASV2278, ASV2345, ASV2361, ASV2560, ASV2621, ASV2818, ASV2872, ASV2977, ASV3031, ASV3025, ASV3076, ASV3129, ASV3204, ASV3262, ASV3282, ASV3286, ASV3341, ASV3376, ASV3393, ASV3490, ASV3587, ASV3612, ASV3677, ASV3669, ASV3808, ASV3802, ASV3811, ASV3871, ASV3916, ASV4081, ASV4092, ASV4146, ASV4156, ASV4279, ASV4315, ASV4339, ASV4444, ASV4434, ASV4547, ASV4562, ASV4577, ASV4631, ASV4836, ASV4879, ASV4942, ASV4962, ASV4988, ASV5119, ASV5144, ASV5149, ASV5215, ASV5423, ASV5557, ASV5597, ASV5696, ASV5808, ASV5878, ASV5986, ASV6138, ASV6147, ASV6161, ASV6221, ASV6353, ASV6416, ASV6641, ASV6711, ASV6824, ASV6894, ASV6936, ASV6997, ASV7028, ASV7127, ASV7269, ASV7370, ASV7463, ASV7557, ASV7682, ASV7692, ASV7787, ASV7884, ASV8065, ASV8337, ASV8759, ASV8865, ASV8875, ASV8991, ASV9148, ASV9591, ASV9723, ASV9824, ASV9844, ASV10001, ASV10079, ASV10088, ASV10536, ASV10712, ASV10830, ASV11034, ASV11431, ASV11461, ASV11838, ASV12140, ASV12438, ASV12624, ASV13228, ASV13395, ASV13577, ASV13891, ASV13977, ASV14130, ASV14430, ASV14439, ASV14456, ASV14462, ASV14583, ASV14638, ASV14992, ASV14979, ASV15344, ASV15546, ASV15580, ASV15602, ASV15983, ASV16266, ASV16274, ASV16346, ASV16708, ASV16934, ASV16962, ASV17047, ASV17250, ASV17329, ASV17478, ASV17610, ASV17617, ASV17818, ASV17825, ASV17878, ASV17864, ASV18319, ASV18370, ASV18759, ASV18965, ASV19070, ASV19420, ASV19468, ASV19566, ASV19617, ASV19677, ASV19767, ASV19992, ASV20242, ASV20341, ASV21210
OTU578	ASV1200, ASV17781, ASV19798, ASV21168, ASV21215
OTU579	ASV1179
OTU580	ASV1209, ASV1927, ASV14461
OTU581	ASV1194
OTU582	ASV1216, ASV5367, ASV10278, ASV14908
OTU583	ASV1169
OTU584	ASV1205, ASV9082, ASV10394, ASV10804, ASV16126
OTU585	ASV1229, ASV1519, ASV7193, ASV15128, ASV18266
OTU586	ASV1225
OTU587	ASV1218, ASV2925, ASV3454, ASV21358
OTU588	ASV1239
OTU589	ASV1196
OTU590	ASV1244, ASV14560
OTU591	ASV1235, ASV2084
OTU592	ASV1221, ASV18060, ASV18743
OTU593	ASV1262, ASV1341, ASV1371, ASV1438, ASV1576, ASV1615, ASV1671, ASV1781, ASV1788, ASV1792, ASV1874, ASV1909, ASV2024, ASV2105, ASV2114, ASV2123, ASV2325, ASV2365, ASV2542, ASV2623, ASV2655, ASV2669, ASV2673, ASV2696, ASV2695, ASV2743, ASV3110, ASV3136, ASV3140, ASV3127, ASV3183, ASV3234, ASV3269, ASV3281, ASV3381, ASV3392, ASV3407, ASV3470, ASV3493, ASV3512, ASV3557, ASV3558, ASV3642, ASV3884, ASV3995, ASV4064, ASV4124, ASV4175, ASV4226, ASV4244, ASV4388, ASV4398, ASV4546, ASV4697, ASV4715, ASV4769, ASV4846, ASV4917, ASV4955, ASV5033, ASV5054, ASV5232, ASV5224, ASV5266, ASV5316, ASV5335, ASV5366, ASV5419, ASV5517, ASV5576, ASV5605, ASV5631, ASV5613, ASV5662, ASV5682, ASV5809, ASV5835, ASV5846, ASV5926, ASV5983, ASV6030, ASV6055, ASV6069, ASV6267, ASV6399, ASV6530, ASV6653, ASV6670, ASV6698, ASV6910, ASV7024, ASV7029, ASV7120, ASV7345, ASV7342, ASV7424, ASV7441, ASV7489, ASV7516, ASV7662, ASV8118, ASV8156, ASV8213, ASV8333, ASV8473, ASV8603, ASV8604, ASV8732, ASV8750, ASV8915, ASV9201, ASV9231, ASV9267, ASV9293, ASV9502, ASV9750, ASV9788, ASV9930, ASV10080, ASV10154, ASV10262, ASV10532, ASV10541, ASV10661, ASV10743, ASV10800, ASV10902, ASV11093, ASV11568, ASV11593, ASV11799, ASV11945, ASV12266, ASV12288, ASV12448, ASV12604, ASV12739, ASV12799, ASV12944, ASV13155, ASV13186, ASV13440, ASV13689, ASV13793, ASV14111, ASV14174, ASV14407, ASV14434, ASV14471, ASV14570, ASV14663, ASV14944, ASV14972, ASV15171, ASV15395, ASV15409, ASV15477, ASV15558, ASV15599, ASV15826, ASV15871, ASV16022, ASV16310, ASV16443, ASV16778, ASV16830, ASV16859, ASV16937, ASV17231, ASV17295, ASV17408, ASV17544, ASV17554, ASV17747, ASV17879, ASV17963, ASV17970, ASV18484, ASV18488, ASV18574, ASV18798, ASV18832, ASV19076, ASV19056, ASV19088, ASV19101, ASV19129, ASV19136, ASV19188, ASV19353, ASV19362, ASV19466, ASV19511, ASV19826, ASV20233, ASV20708
OTU594	ASV281, ASV1248, ASV5286, ASV19325, ASV20037
OTU595	ASV1217, ASV4787, ASV8497, ASV11889, ASV15464, ASV16492
OTU596	ASV1215, ASV13567, ASV17842, ASV20781, ASV21308
OTU597	ASV1247
OTU598	ASV1249, ASV7969, ASV10706, ASV20988
OTU599	ASV1256, ASV17567
OTU600	ASV1280, ASV17786
OTU601	ASV1263
OTU602	ASV1282, ASV13064, ASV13231, ASV14510, ASV14607, ASV15124, ASV15468, ASV18586, ASV18829, ASV19885, ASV20170, ASV21090
OTU603	ASV1273, ASV2020, ASV6434, ASV18206, ASV18408
OTU604	ASV1243, ASV9103, ASV19708, ASV20395
OTU605	ASV1271
OTU606	ASV510, ASV1293, ASV1467, ASV2651, ASV3082, ASV4385, ASV6449, ASV7053, ASV13586, ASV15303, ASV17355, ASV17336, ASV17741, ASV18072, ASV18221, ASV19253, ASV19276, ASV21280
OTU607	ASV1288, ASV12379, ASV20326
OTU608	ASV1296, ASV14533, ASV15116, ASV17232, ASV18358
OTU609	ASV1320
OTU610	ASV1284, ASV18579, ASV20046
OTU611	ASV1287, ASV2076, ASV7554, ASV7874, ASV15482, ASV17035, ASV18477, ASV18880
OTU612	ASV1314, ASV17319
OTU613	ASV1321, ASV11951
OTU614	ASV1337, ASV9638, ASV12992
OTU615	ASV1334, ASV19525
OTU616	ASV1331, ASV4947
OTU617	ASV1318, ASV3899, ASV7281, ASV10997, ASV12779, ASV13979, ASV17095, ASV19166
OTU618	ASV1338, ASV1474, ASV1491, ASV1530, ASV1811, ASV1998, ASV2066, ASV2063, ASV2138, ASV2263, ASV2405, ASV2449, ASV2634, ASV2688, ASV2965, ASV2994, ASV3128, ASV3155, ASV3324, ASV3344, ASV3428, ASV3508, ASV3527, ASV3563, ASV3564, ASV3659, ASV3743, ASV3750, ASV3857, ASV3885, ASV3891, ASV3931, ASV3956, ASV3952, ASV3993, ASV4039, ASV4128, ASV4185, ASV4236, ASV4252, ASV4261, ASV4429, ASV4433, ASV4472, ASV4532, ASV4561, ASV4614, ASV4613, ASV4736, ASV4803, ASV5107, ASV5155, ASV5257, ASV5389, ASV5520, ASV5611, ASV5614, ASV5661, ASV5708, ASV5748, ASV5755, ASV5738, ASV5944, ASV6004, ASV6061, ASV6235, ASV6297, ASV6329, ASV6312, ASV6337, ASV6347, ASV6477, ASV6525, ASV6818, ASV6866, ASV7030, ASV7080, ASV7165, ASV7145, ASV7215, ASV7319, ASV7417, ASV7420, ASV7451, ASV7482, ASV7528, ASV7636, ASV7719, ASV7767, ASV8066, ASV8234, ASV8243, ASV8264, ASV8314, ASV8343, ASV8365, ASV8414, ASV8456, ASV8466, ASV8649, ASV8739, ASV8753, ASV8858, ASV9158, ASV9193, ASV9246, ASV9344, ASV9336, ASV9370, ASV9409, ASV9438, ASV10048, ASV10031, ASV10063, ASV10123, ASV10181, ASV10257, ASV10316, ASV10417, ASV10439, ASV10586, ASV10589, ASV10906, ASV11031, ASV11030, ASV11042, ASV11134, ASV11172, ASV11191, ASV11228, ASV11612, ASV11679, ASV11839, ASV11890, ASV12467, ASV12965, ASV13270, ASV13487, ASV13494, ASV13517, ASV13507, ASV13683, ASV13760, ASV13752, ASV13834, ASV14314, ASV14353, ASV14518, ASV14519, ASV14527, ASV14752, ASV14763, ASV14793, ASV14883, ASV15112, ASV15252, ASV15298, ASV15399, ASV15578, ASV15590, ASV15752, ASV15757, ASV15803, ASV15849, ASV15989, ASV16164, ASV16210, ASV16287, ASV16342, ASV16338, ASV16444, ASV16610, ASV16731, ASV16749, ASV16837, ASV16926, ASV16936, ASV16980, ASV17255, ASV17392, ASV17558, ASV17742, ASV17805, ASV17943, ASV17992, ASV18088, ASV18181, ASV18329, ASV18341, ASV18363, ASV18428, ASV18458, ASV18496, ASV18503, ASV18628, ASV18753, ASV18893, ASV18904, ASV19141, ASV19309, ASV19479, ASV19568, ASV19688, ASV19931, ASV19988, ASV20462
OTU619	ASV1336, ASV3144, ASV19072
OTU620	ASV1312, ASV1641, ASV2177, ASV6165, ASV15624
OTU621	ASV1352, ASV12259
OTU622	ASV1322, ASV1665, ASV15222, ASV19980
OTU623	ASV1311
OTU624	ASV1367, ASV20997
OTU625	ASV1390, ASV2074, ASV16807
OTU626	ASV1389, ASV3021, ASV16171, ASV19050, ASV19174, ASV20005, ASV20861
OTU627	ASV1366, ASV11222, ASV14433, ASV18230
OTU628	ASV1383
OTU629	ASV1376
OTU630	ASV1370, ASV6210
OTU631	ASV1330, ASV8266, ASV12632
OTU632	ASV1399, ASV3739, ASV4174, ASV9516, ASV18689
OTU633	ASV1410, ASV1415, ASV1603, ASV1629, ASV1651, ASV1701, ASV1897, ASV1917, ASV1947, ASV2010, ASV2021, ASV2220, ASV2479, ASV2477, ASV2584, ASV2625, ASV2645, ASV2656, ASV2706, ASV2810, ASV2830, ASV2891, ASV3010, ASV3028, ASV3158, ASV3288, ASV3450, ASV3509, ASV3581, ASV3651, ASV3649, ASV3678, ASV3912, ASV3894, ASV3930, ASV3971, ASV4060, ASV4087, ASV4121, ASV4162, ASV4237, ASV4262, ASV4291, ASV4310, ASV4558, ASV4642, ASV4819, ASV4851, ASV4922, ASV5041, ASV5191, ASV5201, ASV5415, ASV5467, ASV5459, ASV5481, ASV5535, ASV5529, ASV5702, ASV5747, ASV5836, ASV5912, ASV6029, ASV6179, ASV6230, ASV6375, ASV6557, ASV6686, ASV6671, ASV6680, ASV6712, ASV6718, ASV6773, ASV6870, ASV6935, ASV7057, ASV7256, ASV7262, ASV7362, ASV7604, ASV7673, ASV7660, ASV7791, ASV7856, ASV7928, ASV7923, ASV8064, ASV8104, ASV8134, ASV8147, ASV8248, ASV8276, ASV8329, ASV8308, ASV8529, ASV8625, ASV8657, ASV8825, ASV8838, ASV8919, ASV8989, ASV9018, ASV9102, ASV9276, ASV9425, ASV9446, ASV9619, ASV9763, ASV10108, ASV10410, ASV10568, ASV10616, ASV10688, ASV10981, ASV10957, ASV11017, ASV11443, ASV11521, ASV11947, ASV11993, ASV12341, ASV12601, ASV12659, ASV12692, ASV13380, ASV13501, ASV13991, ASV14038, ASV14069, ASV14435, ASV14457, ASV14492, ASV15007, ASV15260, ASV15567, ASV15716, ASV15746, ASV15991, ASV16036, ASV16347, ASV16455, ASV16515, ASV16847, ASV17123, ASV17224, ASV17524, ASV17612, ASV17752, ASV17795, ASV17893, ASV18041, ASV18190, ASV18261, ASV18270, ASV18572, ASV18601, ASV18702, ASV18803, ASV19185, ASV19210, ASV19271, ASV19326, ASV19338, ASV19428, ASV20118, ASV20155, ASV20435, ASV20502
OTU634	ASV1384
OTU635	ASV1372
OTU636	ASV1431, ASV9886, ASV19314, ASV20148
OTU637	ASV1412, ASV11959, ASV19492, ASV21354
OTU638	ASV1450
OTU639	ASV1425, ASV19004
OTU640	ASV504, ASV736, ASV1429, ASV2745, ASV13594, ASV19316, ASV19796
OTU641	ASV1456, ASV5483, ASV6068, ASV9202, ASV12475, ASV16647, ASV16897, ASV20140, ASV21301
OTU642	ASV607, ASV1437, ASV15020
OTU643	ASV1457, ASV6917, ASV19501, ASV20787, ASV21019
OTU644	ASV1464, ASV1920
OTU645	ASV1465, ASV6096
OTU646	ASV1420
OTU647	ASV1458, ASV14790, ASV18640
OTU648	ASV1482, ASV18580, ASV19355
OTU649	ASV1421, ASV16440, ASV18905, ASV20602
OTU650	ASV1495, ASV1656
OTU651	ASV1494, ASV5745, ASV6968
OTU652	ASV1488, ASV21163
OTU653	ASV1503, ASV10197
OTU654	ASV1518, ASV16309
OTU655	ASV1523, ASV11968, ASV12581
OTU656	ASV1509, ASV9837, ASV13472, ASV13799, ASV16801, ASV18286
OTU657	ASV1505
OTU658	ASV1460
OTU659	ASV1512
OTU660	ASV1522, ASV14549, ASV15559, ASV16607
OTU661	ASV1469, ASV12244, ASV12903
OTU662	ASV1531
OTU663	ASV1520, ASV20411, ASV21350
OTU664	ASV1533, ASV6688, ASV10168, ASV11099, ASV18731
OTU665	ASV1536, ASV15630, ASV18232, ASV21005
OTU666	ASV1534, ASV16071, ASV18745
OTU667	ASV1502, ASV16341, ASV17469
OTU668	ASV1541, ASV1617, ASV3215, ASV10502, ASV11725, ASV12850, ASV12955, ASV21255
OTU669	ASV1555
OTU670	ASV1554, ASV16690
OTU671	ASV1526, ASV2918, ASV7222, ASV10201, ASV16305
OTU672	ASV1527, ASV19213
OTU673	ASV1566, ASV2945
OTU674	ASV1570, ASV14348
OTU675	ASV1567
OTU676	ASV1573, ASV9205, ASV10667, ASV19776
OTU677	ASV1583, ASV19370, ASV21200
OTU678	ASV1588, ASV17163
OTU679	ASV1560
OTU680	ASV1599
OTU681	ASV1605
OTU682	ASV1600, ASV11645
OTU683	ASV1584, ASV2460
OTU684	ASV1618
OTU685	ASV1630, ASV4498, ASV6846, ASV8370, ASV15076, ASV19717, ASV20952, ASV21118
OTU686	ASV1595
OTU687	ASV1622
OTU688	ASV1649
OTU689	ASV1660
OTU690	ASV1668, ASV1680, ASV1899, ASV2448, ASV2494, ASV2624, ASV2646, ASV2911, ASV3125, ASV3308, ASV3380, ASV3429, ASV3595, ASV3622, ASV3657, ASV4034, ASV4112, ASV4401, ASV4457, ASV4473, ASV4648, ASV4684, ASV4720, ASV4750, ASV4807, ASV4889, ASV4891, ASV4877, ASV5037, ASV5047, ASV5090, ASV5231, ASV5350, ASV5500, ASV5561, ASV5672, ASV5769, ASV5791, ASV5825, ASV5922, ASV5963, ASV5971, ASV6076, ASV6111, ASV6126, ASV6148, ASV6342, ASV6627, ASV6702, ASV6735, ASV6794, ASV6951, ASV6957, ASV7242, ASV7332, ASV7368, ASV7369, ASV7499, ASV7519, ASV7594, ASV7606, ASV7619, ASV7661, ASV7880, ASV7950, ASV8079, ASV8251, ASV8500, ASV8803, ASV8791, ASV8809, ASV9155, ASV9180, ASV9440, ASV9447, ASV9451, ASV9468, ASV9746, ASV9823, ASV9966, ASV10026, ASV10064, ASV10332, ASV10459, ASV10875, ASV11013, ASV11061, ASV11139, ASV11151, ASV11333, ASV11631, ASV11684, ASV11780, ASV11790, ASV11999, ASV12047, ASV12103, ASV12159, ASV12235, ASV12455, ASV12898, ASV13033, ASV13049, ASV13138, ASV13163, ASV13404, ASV13439, ASV13776, ASV13973, ASV14216, ASV14279, ASV14493, ASV14858, ASV14927, ASV14982, ASV15376, ASV15467, ASV15914, ASV15985, ASV16261, ASV16430, ASV16469, ASV16461, ASV16511, ASV16554, ASV16851, ASV16999, ASV17031, ASV17113, ASV17097, ASV17118, ASV17222, ASV17387, ASV17384, ASV17391, ASV17538, ASV17539, ASV17707, ASV17823, ASV17859, ASV17960, ASV18456, ASV18498, ASV18978, ASV19027, ASV19443, ASV19647, ASV19901, ASV20380, ASV21195
OTU691	ASV1654, ASV2596, ASV16288, ASV17715
OTU692	ASV1639, ASV3841
OTU693	ASV1678, ASV15954, ASV20907
OTU694	ASV1681, ASV20320
OTU695	ASV1686, ASV16746, ASV19308, ASV19846, ASV20347
OTU696	ASV1646
OTU697	ASV1690, ASV16536, ASV20553
OTU698	ASV1679, ASV3615, ASV3820, ASV5076, ASV7457, ASV13175, ASV14590, ASV15703, ASV16662, ASV20081, ASV20495
OTU699	ASV1658
OTU700	ASV1699, ASV20107
OTU701	ASV1373, ASV1409, ASV1416, ASV1462, ASV1514, ASV1553, ASV1549, ASV1667, ASV1700, ASV1723, ASV1727, ASV1881, ASV1898, ASV1919, ASV1906, ASV2085, ASV2101, ASV2113, ASV2245, ASV2338, ASV2368, ASV2393, ASV2571, ASV2668, ASV2667, ASV2705, ASV2718, ASV2757, ASV2790, ASV2849, ASV2983, ASV3068, ASV3141, ASV3196, ASV3226, ASV3261, ASV3530, ASV3586, ASV3637, ASV3660, ASV3685, ASV3708, ASV3747, ASV3774, ASV3836, ASV3856, ASV3904, ASV3908, ASV3907, ASV3926, ASV3938, ASV4006, ASV4219, ASV4438, ASV4440, ASV4475, ASV4485, ASV4563, ASV4670, ASV4703, ASV4755, ASV4847, ASV4842, ASV4864, ASV4875, ASV4985, ASV5098, ASV5179, ASV5192, ASV5261, ASV5373, ASV5447, ASV5525, ASV5571, ASV5722, ASV5973, ASV6081, ASV6077, ASV6268, ASV6276, ASV6280, ASV6509, ASV6526, ASV6657, ASV6674, ASV6704, ASV6743, ASV6761, ASV6876, ASV6858, ASV6985, ASV7058, ASV7220, ASV7225, ASV7334, ASV7517, ASV7150, ASV7944, ASV7945, ASV8102, ASV8233, ASV8295, ASV8311, ASV8352, ASV8771, ASV8770, ASV8903, ASV9268, ASV9385, ASV9726, ASV9932, ASV10027, ASV10090, ASV10134, ASV10157, ASV10208, ASV10188, ASV10467, ASV10475, ASV10481, ASV10650, ASV11146, ASV11623, ASV12316, ASV12394, ASV13012, ASV13428, ASV13551, ASV13653, ASV13746, ASV14035, ASV14180, ASV14299, ASV14566, ASV14677, ASV14697, ASV14953, ASV14994, ASV15131, ASV15172, ASV15729, ASV15808, ASV16151, ASV16202, ASV16277, ASV16506, ASV16553, ASV16760, ASV16802, ASV16972, ASV17040, ASV17036, ASV17121, ASV17131, ASV17194, ASV17272, ASV17323, ASV17403, ASV17530, ASV17616, ASV17768, ASV17820, ASV18029, ASV18254, ASV18346, ASV18480, ASV18597, ASV18959, ASV19017, ASV19193, ASV19436, ASV20000, ASV20001, ASV20637, ASV20734, ASV21099
OTU702	ASV626, ASV1685, ASV19894
OTU703	ASV1722
OTU704	ASV1688, ASV5509, ASV13341
OTU705	ASV1702, ASV14694, ASV19143, ASV21411
OTU706	ASV1733, ASV8045
OTU707	ASV1307, ASV1737, ASV1751, ASV1795, ASV2022, ASV2420, ASV2692, ASV2733, ASV2758, ASV2832, ASV2975, ASV3177, ASV3302, ASV3616, ASV3779, ASV3824, ASV3859, ASV3983, ASV3992, ASV4483, ASV4518, ASV4507, ASV4530, ASV4654, ASV4821, ASV4859, ASV5058, ASV5093, ASV5347, ASV5377, ASV5408, ASV5513, ASV5578, ASV5556, ASV5607, ASV5677, ASV5680, ASV5868, ASV5894, ASV5930, ASV6252, ASV6360, ASV6384, ASV6583, ASV6572, ASV6774, ASV6791, ASV6849, ASV6916, ASV6909, ASV7135, ASV7141, ASV7163, ASV7210, ASV7249, ASV7284, ASV7275, ASV7313, ASV7456, ASV7465, ASV7524, ASV7562, ASV7647, ASV7746, ASV7759, ASV7824, ASV7852, ASV8185, ASV8211, ASV8420, ASV8578, ASV8867, ASV9216, ASV9278, ASV9422, ASV9494, ASV9460, ASV9475, ASV9736, ASV9808, ASV9921, ASV9949, ASV10265, ASV10530, ASV10656, ASV10765, ASV10786, ASV10820, ASV10880, ASV11488, ASV11726, ASV11844, ASV12141, ASV12306, ASV12769, ASV13271, ASV13727, ASV13843, ASV14262, ASV14455, ASV14960, ASV15175, ASV15251, ASV15250, ASV15529, ASV15554, ASV15668, ASV15767, ASV15947, ASV16075, ASV16227, ASV16278, ASV16348, ASV16523, ASV16532, ASV16949, ASV16985, ASV17552, ASV17627, ASV17689, ASV17748, ASV17800, ASV17828, ASV17861, ASV17882, ASV18045, ASV18555, ASV18591, ASV18678, ASV18828, ASV19322, ASV19489, ASV19720, ASV19811, ASV20038, ASV20035, ASV20723
OTU708	ASV1712, ASV2185, ASV12204, ASV13354, ASV16701
OTU709	ASV1753
